date,ic_spearman,eligible_count
2017-03-31,-0.07495648571586558,806
2017-06-30,0.008820054620355802,805
2017-09-29,-0.027083517664652914,826
2017-12-29,0.03243233931245179,654
2018-03-29,-0.028653320137476616,898
2018-06-29,-0.09244251055779312,894
2018-09-28,-0.145460363484191,873
2018-12-31,0.3044018404128666,890
2019-03-29,0.034864551944212306,923
2019-06-28,-0.032201947982241394,1111
2019-09-30,0.12291040474288326,865
2019-12-31,-0.1441901527036658,732
2020-03-31,0.22362507005762783,1140
2020-06-30,-0.0841376557652695,1033
2020-09-30,0.1329729993494896,983
2020-12-31,0.27610658006515376,801
2021-03-31,-0.005660778417896469,1130
2021-06-30,-0.17318925451590222,1013
2021-09-30,0.09440204889297558,1065
2021-12-31,-0.236852913038526,758
2022-03-31,-0.03549042940033637,1159
2022-06-30,0.1927269472047904,1191
2022-09-30,0.08660597007780423,1196
2022-12-30,0.297999877512173,872
2023-03-31,-0.15272768189359906,1135
2023-06-30,-0.00046831072186259156,1083
2023-09-29,0.013492762459984051,1108
2023-12-29,-0.21050965017750442,917
2024-03-28,-0.10409633516221467,1079
2024-06-28,-0.07845872141266828,1096
2024-09-30,0.047144569552122324,572
2024-10-01,0.0970998121274534,462
